Line 1 getShape : 20 20
Line 2 columns : 1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
Line 3 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 4 operator= 
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 5 printHead -1 14
Line 6 printHead 100 100
1x0 1x1 1x2 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35 7 85 45 72 21
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15 71 28 16 12 54
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17 29 89 78 94 54
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6 2 65 49 90 90
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25 77 75 99 63 85
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84 54 31 85 30 57
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23 6 8 91 28 2
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68 91 96 12 49 7
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37 72 86 94 59 66
29 28 3 31 56 41 58 19 29 13 11 0 18 46 79 62 2 86 89 90
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49 61 45 42 78 19
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78 28 37 52 95 25
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67 10 62 9 10 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67 6 44 75 65 0
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13 9 68 18 48 52
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7 75 18 51 60 56
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88 53 75 55 2 89
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20 27 64 46 73 3
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95 83 4 77 88 28
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66 71 35 77 1 35
Line 7 drop 1 11 1x2 : true
Line 8 printHead 100 100
1x0 1x1 1x3 1x4 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x17 1x18 1x19
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 49 columns : 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
Line 50 columns : 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
Line 51 columns : 1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
Line 52 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
67 87 22 20 69 73 51 72 95 60 27 39 72 97 49
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 53 drop 0 9 1x18 : true
Line 54 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 55 getShape : 18 20
Line 56 printTail 23 11
1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
77 23 91 53 50 35 7 85 45 72 21
21 49 21 6 1 15 71 28 16 12 54
30 70 56 76 29 17 29 89 78 94 54
82 3 23 71 47 6 2 65 49 90 90
78 18 46 51 51 25 77 75 99 63 85
68 95 19 25 18 84 54 31 85 30 57
9 10 94 81 45 23 6 8 91 28 2
42 28 22 76 63 68 91 96 12 49 7
83 35 55 68 55 37 72 86 94 59 66
40 17 18 86 12 78 28 37 52 95 25
24 95 69 8 71 67 10 62 9 10 71
50 76 59 10 47 67 6 44 75 65 0
68 64 44 0 87 13 9 68 18 48 52
18 84 67 77 10 7 75 18 51 60 56
67 44 72 78 68 88 53 75 55 2 89
68 63 94 13 67 20 27 64 46 73 3
14 10 53 74 66 95 83 4 77 88 28
33 70 97 66 48 66 71 35 77 1 35
Line 57 printTail 1 3
1x15 1x16 1x18
77 1 35
Line 58 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
44 79 62 20 44 94 62 17 59 77 23 91 53 50 35
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 59 drop 0 0 1x19 : true
Line 60 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 61 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
23 47 79 28 21 15 71 87 87 18 84 67 77 10 7
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 62 drop 0 12 1x16 : true
Line 63 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 64 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 65 extract 8 19 17 24
Line 66 operator= 
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 67 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 68 drop -1 16 1x6 : false
Line 69 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 70 getShape : 16 20
Line 71 printHead 100 100
1x1 1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1 15
92 38 8 75 85 9 49 48 57 30 70 56 76 29 17
11 86 83 21 78 62 4 88 64 82 3 23 71 47 6
3 2 65 81 26 96 49 69 57 78 18 46 51 51 25
47 12 49 23 7 43 67 60 3 68 95 19 25 18 84
78 54 28 92 3 26 1 58 4 9 10 94 81 45 23
11 47 63 98 52 16 62 56 53 42 28 22 76 63 68
57 22 73 6 25 94 51 6 97 83 35 55 68 55 37
45 78 9 87 3 13 32 4 55 40 17 18 86 12 78
4 87 80 10 1 26 17 39 59 24 95 69 8 71 67
89 90 65 37 69 30 78 90 51 50 76 59 10 47 67
64 45 10 0 64 68 20 58 84 68 64 44 0 87 13
62 77 37 77 43 13 44 59 44 67 44 72 78 68 88
82 88 36 58 78 76 6 28 92 68 63 94 13 67 20
64 7 88 20 15 3 13 40 92 14 10 53 74 66 95
30 30 70 85 87 62 87 46 43 33 70 97 66 48 66
Line 72 drop 1 7 1x1 : true
Line 73 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
62 77 37 77 43 13 44 59 44 67 44 72 78 68
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 74 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
62 77 37 77 43 13 44 59 44 67 44 72 78 68
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 75 drop 0 12 1x7 : true
Line 76 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 77 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 78 drop 1 21 1x2 : false
Line 79 printHead 100 100
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 80 operator= 
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 81 operator= 
1x3 1x5 1x6 1x7 1x8 1x9 1x10 1x11 1x12 1x13 1x14 1x15 1x16 1x18
97 80 62 73 12 61 5 5 12 21 49 21 6 1
92 38 8 75 85 9 49 48 57 30 70 56 76 29
11 86 83 21 78 62 4 88 64 82 3 23 71 47
3 2 65 81 26 96 49 69 57 78 18 46 51 51
47 12 49 23 7 43 67 60 3 68 95 19 25 18
78 54 28 92 3 26 1 58 4 9 10 94 81 45
11 47 63 98 52 16 62 56 53 42 28 22 76 63
57 22 73 6 25 94 51 6 97 83 35 55 68 55
45 78 9 87 3 13 32 4 55 40 17 18 86 12
4 87 80 10 1 26 17 39 59 24 95 69 8 71
89 90 65 37 69 30 78 90 51 50 76 59 10 47
64 45 10 0 64 68 20 58 84 68 64 44 0 87
82 88 36 58 78 76 6 28 92 68 63 94 13 67
64 7 88 20 15 3 13 40 92 14 10 53 74 66
30 30 70 85 87 62 87 46 43 33 70 97 66 48
Line 82 Dataset 
